UserID,SessionID,Timestamp,MouseX,MouseY,ButtonIndex,Action,Utility,Hit
ba9403c7-231d-4c66-a77e-c0c58f237017,5121a3e1-70ec-4bb7-b382-28d03ca28998,2024-12-09 12:28:17,986,275,1,released,Gas Mask,?
ba9403c7-231d-4c66-a77e-c0c58f237017,5121a3e1-70ec-4bb7-b382-28d03ca28998,2024-12-09 12:28:19,375,544,1,pressed,use,?
ba9403c7-231d-4c66-a77e-c0c58f237017,5121a3e1-70ec-4bb7-b382-28d03ca28998,2024-12-09 12:28:20,439,110,1,released,Scene Tool,?
ba9403c7-231d-4c66-a77e-c0c58f237017,5121a3e1-70ec-4bb7-b382-28d03ca28998,2024-12-09 12:28:25,456,329,1,pressed,use,?
ba9403c7-231d-4c66-a77e-c0c58f237017,5121a3e1-70ec-4bb7-b382-28d03ca28998,2024-12-09 12:28:25,456,329,1,released,use,?
ba9403c7-231d-4c66-a77e-c0c58f237017,5121a3e1-70ec-4bb7-b382-28d03ca28998,2024-12-09 12:28:28,558,446,1,pressed,use,?
ba9403c7-231d-4c66-a77e-c0c58f237017,5121a3e1-70ec-4bb7-b382-28d03ca28998,2024-12-09 12:28:28,560,445,1,released,use,?
ba9403c7-231d-4c66-a77e-c0c58f237017,5121a3e1-70ec-4bb7-b382-28d03ca28998,2024-12-09 12:28:32,372,532,1,pressed,use,?
ba9403c7-231d-4c66-a77e-c0c58f237017,5121a3e1-70ec-4bb7-b382-28d03ca28998,2024-12-09 12:28:35,992,363,1,released,Scene Tool,?
ba9403c7-231d-4c66-a77e-c0c58f237017,5121a3e1-70ec-4bb7-b382-28d03ca28998,2024-12-09 12:28:46,441,542,1,pressed,use,?
ba9403c7-231d-4c66-a77e-c0c58f237017,5121a3e1-70ec-4bb7-b382-28d03ca28998,2024-12-09 12:28:46,444,542,1,released,use,?
ba9403c7-231d-4c66-a77e-c0c58f237017,5121a3e1-70ec-4bb7-b382-28d03ca28998,2024-12-09 12:28:47,451,545,1,pressed,use,?
ba9403c7-231d-4c66-a77e-c0c58f237017,5121a3e1-70ec-4bb7-b382-28d03ca28998,2024-12-09 12:28:48,417,74,1,released,Player Scene,?
ba9403c7-231d-4c66-a77e-c0c58f237017,5121a3e1-70ec-4bb7-b382-28d03ca28998,2024-12-09 12:29:00,452,323,1,pressed,use,?
ba9403c7-231d-4c66-a77e-c0c58f237017,5121a3e1-70ec-4bb7-b382-28d03ca28998,2024-12-09 12:29:00,452,323,1,released,use,?
ba9403c7-231d-4c66-a77e-c0c58f237017,5121a3e1-70ec-4bb7-b382-28d03ca28998,2024-12-09 12:29:16,465,383,1,pressed,use,?
ba9403c7-231d-4c66-a77e-c0c58f237017,5121a3e1-70ec-4bb7-b382-28d03ca28998,2024-12-09 12:29:16,465,383,1,released,use,?
ba9403c7-231d-4c66-a77e-c0c58f237017,5121a3e1-70ec-4bb7-b382-28d03ca28998,2024-12-09 12:29:17,562,448,1,pressed,use,?
ba9403c7-231d-4c66-a77e-c0c58f237017,5121a3e1-70ec-4bb7-b382-28d03ca28998,2024-12-09 12:29:17,560,448,1,released,use,?
ba9403c7-231d-4c66-a77e-c0c58f237017,5121a3e1-70ec-4bb7-b382-28d03ca28998,2024-12-09 12:29:22,171,546,1,pressed,use,?
ba9403c7-231d-4c66-a77e-c0c58f237017,5121a3e1-70ec-4bb7-b382-28d03ca28998,2024-12-09 12:29:22,171,546,1,released,use,?
ba9403c7-231d-4c66-a77e-c0c58f237017,5121a3e1-70ec-4bb7-b382-28d03ca28998,2024-12-09 12:29:25,421,317,1,pressed,use,/root/Node2D/Map/Locations/briefing/briefing
ba9403c7-231d-4c66-a77e-c0c58f237017,5121a3e1-70ec-4bb7-b382-28d03ca28998,2024-12-09 12:29:26,540,225,1,released,use,?
ba9403c7-231d-4c66-a77e-c0c58f237017,5121a3e1-70ec-4bb7-b382-28d03ca28998,2024-12-09 12:29:28,1128,129,1,pressed,use,?
ba9403c7-231d-4c66-a77e-c0c58f237017,5121a3e1-70ec-4bb7-b382-28d03ca28998,2024-12-09 12:29:28,1129,129,1,released,use,?
ba9403c7-231d-4c66-a77e-c0c58f237017,5121a3e1-70ec-4bb7-b382-28d03ca28998,2024-12-09 12:29:30,586,394,1,pressed,use,?
ba9403c7-231d-4c66-a77e-c0c58f237017,5121a3e1-70ec-4bb7-b382-28d03ca28998,2024-12-09 12:29:30,586,394,1,released,use,?
ba9403c7-231d-4c66-a77e-c0c58f237017,5121a3e1-70ec-4bb7-b382-28d03ca28998,2024-12-09 12:29:31,392,548,1,pressed,use,?
ba9403c7-231d-4c66-a77e-c0c58f237017,5121a3e1-70ec-4bb7-b382-28d03ca28998,2024-12-09 12:29:33,994,309,1,released,Scene Tool,?
ba9403c7-231d-4c66-a77e-c0c58f237017,5121a3e1-70ec-4bb7-b382-28d03ca28998,2024-12-09 12:29:35,450,532,1,pressed,use,?
ba9403c7-231d-4c66-a77e-c0c58f237017,5121a3e1-70ec-4bb7-b382-28d03ca28998,2024-12-09 12:29:37,150,74,1,released,Player Scene,?
ba9403c7-231d-4c66-a77e-c0c58f237017,5121a3e1-70ec-4bb7-b382-28d03ca28998,2024-12-09 12:29:50,466,328,1,pressed,use,?
ba9403c7-231d-4c66-a77e-c0c58f237017,5121a3e1-70ec-4bb7-b382-28d03ca28998,2024-12-09 12:29:50,466,328,1,released,use,?
ba9403c7-231d-4c66-a77e-c0c58f237017,5121a3e1-70ec-4bb7-b382-28d03ca28998,2024-12-09 12:29:51,467,355,1,pressed,use,?
ba9403c7-231d-4c66-a77e-c0c58f237017,5121a3e1-70ec-4bb7-b382-28d03ca28998,2024-12-09 12:29:51,467,355,1,released,use,?
ba9403c7-231d-4c66-a77e-c0c58f237017,5121a3e1-70ec-4bb7-b382-28d03ca28998,2024-12-09 12:29:52,572,442,1,pressed,use,?
ba9403c7-231d-4c66-a77e-c0c58f237017,5121a3e1-70ec-4bb7-b382-28d03ca28998,2024-12-09 12:29:52,572,442,1,released,use,?
ba9403c7-231d-4c66-a77e-c0c58f237017,5121a3e1-70ec-4bb7-b382-28d03ca28998,2024-12-09 12:29:54,194,562,1,pressed,use,?
ba9403c7-231d-4c66-a77e-c0c58f237017,5121a3e1-70ec-4bb7-b382-28d03ca28998,2024-12-09 12:29:54,194,562,1,released,use,?
ba9403c7-231d-4c66-a77e-c0c58f237017,5121a3e1-70ec-4bb7-b382-28d03ca28998,2024-12-09 12:29:56,478,441,1,pressed,use,/root/Node2D/Map/ObstacleGas/gas
ba9403c7-231d-4c66-a77e-c0c58f237017,5121a3e1-70ec-4bb7-b382-28d03ca28998,2024-12-09 12:29:56,476,443,1,released,use,/root/Node2D/Locations/gas/Gascloud/Gas Cloud
ba9403c7-231d-4c66-a77e-c0c58f237017,5121a3e1-70ec-4bb7-b382-28d03ca28998,2024-12-09 12:30:00,378,592,1,pressed,use,?
ba9403c7-231d-4c66-a77e-c0c58f237017,5121a3e1-70ec-4bb7-b382-28d03ca28998,2024-12-09 12:30:02,982,287,1,released,Gas Mask,?
ba9403c7-231d-4c66-a77e-c0c58f237017,5121a3e1-70ec-4bb7-b382-28d03ca28998,2024-12-09 12:30:03,982,287,1,pressed,use,?
ba9403c7-231d-4c66-a77e-c0c58f237017,5121a3e1-70ec-4bb7-b382-28d03ca28998,2024-12-09 12:30:03,982,287,1,released,use,?
ba9403c7-231d-4c66-a77e-c0c58f237017,5121a3e1-70ec-4bb7-b382-28d03ca28998,2024-12-09 12:30:05,372,600,1,pressed,use,?
ba9403c7-231d-4c66-a77e-c0c58f237017,5121a3e1-70ec-4bb7-b382-28d03ca28998,2024-12-09 12:30:05,392,317,1,released,Gas Mask,?
ba9403c7-231d-4c66-a77e-c0c58f237017,5121a3e1-70ec-4bb7-b382-28d03ca28998,2024-12-09 12:30:07,369,604,1,pressed,use,?
ba9403c7-231d-4c66-a77e-c0c58f237017,5121a3e1-70ec-4bb7-b382-28d03ca28998,2024-12-09 12:30:08,408,49,1,released,Gas Mask,?
ba9403c7-231d-4c66-a77e-c0c58f237017,5121a3e1-70ec-4bb7-b382-28d03ca28998,2024-12-09 12:30:20,418,43,1,pressed,use,?
ba9403c7-231d-4c66-a77e-c0c58f237017,5121a3e1-70ec-4bb7-b382-28d03ca28998,2024-12-09 12:30:22,985,276,1,released,use,?
ba9403c7-231d-4c66-a77e-c0c58f237017,5121a3e1-70ec-4bb7-b382-28d03ca28998,2024-12-09 12:30:27,472,327,1,pressed,use,?
ba9403c7-231d-4c66-a77e-c0c58f237017,5121a3e1-70ec-4bb7-b382-28d03ca28998,2024-12-09 12:30:27,472,327,1,released,use,?
ba9403c7-231d-4c66-a77e-c0c58f237017,5121a3e1-70ec-4bb7-b382-28d03ca28998,2024-12-09 12:30:28,470,356,1,pressed,use,?
ba9403c7-231d-4c66-a77e-c0c58f237017,5121a3e1-70ec-4bb7-b382-28d03ca28998,2024-12-09 12:30:28,470,356,1,released,use,?
ba9403c7-231d-4c66-a77e-c0c58f237017,5121a3e1-70ec-4bb7-b382-28d03ca28998,2024-12-09 12:30:30,549,444,1,pressed,use,?
ba9403c7-231d-4c66-a77e-c0c58f237017,5121a3e1-70ec-4bb7-b382-28d03ca28998,2024-12-09 12:30:30,549,444,1,released,use,?
ba9403c7-231d-4c66-a77e-c0c58f237017,5121a3e1-70ec-4bb7-b382-28d03ca28998,2024-12-09 12:30:37,278,552,1,pressed,use,?
ba9403c7-231d-4c66-a77e-c0c58f237017,5121a3e1-70ec-4bb7-b382-28d03ca28998,2024-12-09 12:30:37,278,553,1,released,use,?
ba9403c7-231d-4c66-a77e-c0c58f237017,5121a3e1-70ec-4bb7-b382-28d03ca28998,2024-12-09 12:30:39,739,299,1,pressed,use,/root/Node2D/Map/Locations/goal/goal
ba9403c7-231d-4c66-a77e-c0c58f237017,5121a3e1-70ec-4bb7-b382-28d03ca28998,2024-12-09 12:30:39,740,299,1,released,use,/root/Node2D/Map/Locations/goal/goal
ba9403c7-231d-4c66-a77e-c0c58f237017,5121a3e1-70ec-4bb7-b382-28d03ca28998,2024-12-09 12:30:43,472,369,1,pressed,use,/root/Node2D/Map/utility
ba9403c7-231d-4c66-a77e-c0c58f237017,5121a3e1-70ec-4bb7-b382-28d03ca28998,2024-12-09 12:30:43,472,369,1,released,use,?
ba9403c7-231d-4c66-a77e-c0c58f237017,5121a3e1-70ec-4bb7-b382-28d03ca28998,2024-12-09 12:30:44,531,302,1,pressed,use,?
ba9403c7-231d-4c66-a77e-c0c58f237017,5121a3e1-70ec-4bb7-b382-28d03ca28998,2024-12-09 12:30:46,973,256,1,released,Scuba Gear,?
ba9403c7-231d-4c66-a77e-c0c58f237017,5121a3e1-70ec-4bb7-b382-28d03ca28998,2024-12-09 12:30:49,529,302,1,pressed,use,?
ba9403c7-231d-4c66-a77e-c0c58f237017,5121a3e1-70ec-4bb7-b382-28d03ca28998,2024-12-09 12:30:52,397,24,1,released,Scuba Gear,?
ba9403c7-231d-4c66-a77e-c0c58f237017,5121a3e1-70ec-4bb7-b382-28d03ca28998,2024-12-09 12:30:54,526,299,1,pressed,use,?
ba9403c7-231d-4c66-a77e-c0c58f237017,5121a3e1-70ec-4bb7-b382-28d03ca28998,2024-12-09 12:30:56,106,19,1,released,Scuba Gear,?
ba9403c7-231d-4c66-a77e-c0c58f237017,5121a3e1-70ec-4bb7-b382-28d03ca28998,2024-12-09 12:30:58,276,322,1,pressed,use,?
ba9403c7-231d-4c66-a77e-c0c58f237017,5121a3e1-70ec-4bb7-b382-28d03ca28998,2024-12-09 12:31:01,103,18,1,released,Paper Mask,?
ba9403c7-231d-4c66-a77e-c0c58f237017,5121a3e1-70ec-4bb7-b382-28d03ca28998,2024-12-09 12:31:04,456,330,1,pressed,use,?
ba9403c7-231d-4c66-a77e-c0c58f237017,5121a3e1-70ec-4bb7-b382-28d03ca28998,2024-12-09 12:31:05,456,330,1,released,use,?
ba9403c7-231d-4c66-a77e-c0c58f237017,5121a3e1-70ec-4bb7-b382-28d03ca28998,2024-12-09 12:31:05,450,352,1,pressed,use,?
ba9403c7-231d-4c66-a77e-c0c58f237017,5121a3e1-70ec-4bb7-b382-28d03ca28998,2024-12-09 12:31:05,450,353,1,released,use,?
ba9403c7-231d-4c66-a77e-c0c58f237017,5121a3e1-70ec-4bb7-b382-28d03ca28998,2024-12-09 12:31:08,567,448,1,pressed,use,?
ba9403c7-231d-4c66-a77e-c0c58f237017,5121a3e1-70ec-4bb7-b382-28d03ca28998,2024-12-09 12:31:09,567,448,1,released,use,?
ba9403c7-231d-4c66-a77e-c0c58f237017,5121a3e1-70ec-4bb7-b382-28d03ca28998,2024-12-09 12:31:13,372,540,1,pressed,use,?
ba9403c7-231d-4c66-a77e-c0c58f237017,5121a3e1-70ec-4bb7-b382-28d03ca28998,2024-12-09 12:31:15,983,373,1,released,Scene Tool,?
ba9403c7-231d-4c66-a77e-c0c58f237017,5121a3e1-70ec-4bb7-b382-28d03ca28998,2024-12-09 12:31:17,978,368,1,pressed,use,?
ba9403c7-231d-4c66-a77e-c0c58f237017,5121a3e1-70ec-4bb7-b382-28d03ca28998,2024-12-09 12:31:18,738,88,1,released,use,?
ba9403c7-231d-4c66-a77e-c0c58f237017,5121a3e1-70ec-4bb7-b382-28d03ca28998,2024-12-09 12:31:19,535,300,1,pressed,use,?
ba9403c7-231d-4c66-a77e-c0c58f237017,5121a3e1-70ec-4bb7-b382-28d03ca28998,2024-12-09 12:31:21,109,21,1,released,Scuba Gear,?
ba9403c7-231d-4c66-a77e-c0c58f237017,5121a3e1-70ec-4bb7-b382-28d03ca28998,2024-12-09 12:31:22,121,47,1,pressed,use,?
ba9403c7-231d-4c66-a77e-c0c58f237017,5121a3e1-70ec-4bb7-b382-28d03ca28998,2024-12-09 12:31:22,121,47,1,released,use,?
ba9403c7-231d-4c66-a77e-c0c58f237017,5121a3e1-70ec-4bb7-b382-28d03ca28998,2024-12-09 12:31:22,121,47,1,pressed,use,?
ba9403c7-231d-4c66-a77e-c0c58f237017,5121a3e1-70ec-4bb7-b382-28d03ca28998,2024-12-09 12:31:22,123,47,1,released,use,?
ba9403c7-231d-4c66-a77e-c0c58f237017,5121a3e1-70ec-4bb7-b382-28d03ca28998,2024-12-09 12:31:23,277,302,1,pressed,use,?
ba9403c7-231d-4c66-a77e-c0c58f237017,5121a3e1-70ec-4bb7-b382-28d03ca28998,2024-12-09 12:31:24,967,250,1,released,Paper Mask,?
ba9403c7-231d-4c66-a77e-c0c58f237017,5121a3e1-70ec-4bb7-b382-28d03ca28998,2024-12-09 12:31:26,915,569,4,pressed,use,?
ba9403c7-231d-4c66-a77e-c0c58f237017,5121a3e1-70ec-4bb7-b382-28d03ca28998,2024-12-09 12:31:26,915,569,4,released,use,?
ba9403c7-231d-4c66-a77e-c0c58f237017,5121a3e1-70ec-4bb7-b382-28d03ca28998,2024-12-09 12:31:26,915,569,4,pressed,use,?
ba9403c7-231d-4c66-a77e-c0c58f237017,5121a3e1-70ec-4bb7-b382-28d03ca28998,2024-12-09 12:31:26,915,569,4,released,use,?
ba9403c7-231d-4c66-a77e-c0c58f237017,5121a3e1-70ec-4bb7-b382-28d03ca28998,2024-12-09 12:31:29,439,556,1,pressed,use,?
ba9403c7-231d-4c66-a77e-c0c58f237017,5121a3e1-70ec-4bb7-b382-28d03ca28998,2024-12-09 12:31:31,989,274,1,released,Player Scene,?
ba9403c7-231d-4c66-a77e-c0c58f237017,5121a3e1-70ec-4bb7-b382-28d03ca28998,2024-12-09 12:31:37,442,544,1,pressed,use,?
ba9403c7-231d-4c66-a77e-c0c58f237017,5121a3e1-70ec-4bb7-b382-28d03ca28998,2024-12-09 12:31:39,666,59,1,released,Player Scene,?
ba9403c7-231d-4c66-a77e-c0c58f237017,5121a3e1-70ec-4bb7-b382-28d03ca28998,2024-12-09 12:31:42,470,327,1,pressed,use,?
ba9403c7-231d-4c66-a77e-c0c58f237017,5121a3e1-70ec-4bb7-b382-28d03ca28998,2024-12-09 12:31:42,470,327,1,released,use,?
ba9403c7-231d-4c66-a77e-c0c58f237017,5121a3e1-70ec-4bb7-b382-28d03ca28998,2024-12-09 12:31:45,470,304,1,pressed,use,?
ba9403c7-231d-4c66-a77e-c0c58f237017,5121a3e1-70ec-4bb7-b382-28d03ca28998,2024-12-09 12:31:45,470,304,1,released,use,?
ba9403c7-231d-4c66-a77e-c0c58f237017,5121a3e1-70ec-4bb7-b382-28d03ca28998,2024-12-09 12:31:46,558,449,1,pressed,use,?
ba9403c7-231d-4c66-a77e-c0c58f237017,5121a3e1-70ec-4bb7-b382-28d03ca28998,2024-12-09 12:31:46,558,449,1,released,use,?
ba9403c7-231d-4c66-a77e-c0c58f237017,5121a3e1-70ec-4bb7-b382-28d03ca28998,2024-12-09 12:31:48,198,552,1,pressed,use,?
ba9403c7-231d-4c66-a77e-c0c58f237017,5121a3e1-70ec-4bb7-b382-28d03ca28998,2024-12-09 12:31:49,198,550,1,released,use,?
ba9403c7-231d-4c66-a77e-c0c58f237017,5121a3e1-70ec-4bb7-b382-28d03ca28998,2024-12-09 12:31:51,419,308,1,pressed,use,?
ba9403c7-231d-4c66-a77e-c0c58f237017,5121a3e1-70ec-4bb7-b382-28d03ca28998,2024-12-09 12:31:51,419,308,1,released,use,?
ba9403c7-231d-4c66-a77e-c0c58f237017,5121a3e1-70ec-4bb7-b382-28d03ca28998,2024-12-09 12:31:52,417,316,1,pressed,use,/root/Node2D/Map/Locations/briefing/briefing
ba9403c7-231d-4c66-a77e-c0c58f237017,5121a3e1-70ec-4bb7-b382-28d03ca28998,2024-12-09 12:31:52,417,316,1,released,use,?
ba9403c7-231d-4c66-a77e-c0c58f237017,5121a3e1-70ec-4bb7-b382-28d03ca28998,2024-12-09 12:31:52,417,317,1,pressed,use,?
ba9403c7-231d-4c66-a77e-c0c58f237017,5121a3e1-70ec-4bb7-b382-28d03ca28998,2024-12-09 12:31:52,417,317,1,released,use,?
ba9403c7-231d-4c66-a77e-c0c58f237017,5121a3e1-70ec-4bb7-b382-28d03ca28998,2024-12-09 12:31:54,197,582,1,pressed,use,?
ba9403c7-231d-4c66-a77e-c0c58f237017,5121a3e1-70ec-4bb7-b382-28d03ca28998,2024-12-09 12:31:54,197,582,1,released,use,?
ba9403c7-231d-4c66-a77e-c0c58f237017,5121a3e1-70ec-4bb7-b382-28d03ca28998,2024-12-09 12:31:55,474,371,1,pressed,use,/root/Node2D/Map/utility
ba9403c7-231d-4c66-a77e-c0c58f237017,5121a3e1-70ec-4bb7-b382-28d03ca28998,2024-12-09 12:31:55,474,371,1,released,use,?
ba9403c7-231d-4c66-a77e-c0c58f237017,5121a3e1-70ec-4bb7-b382-28d03ca28998,2024-12-09 12:32:08,266,539,1,pressed,use,?
ba9403c7-231d-4c66-a77e-c0c58f237017,5121a3e1-70ec-4bb7-b382-28d03ca28998,2024-12-09 12:32:08,266,539,1,released,use,?
ba9403c7-231d-4c66-a77e-c0c58f237017,5121a3e1-70ec-4bb7-b382-28d03ca28998,2024-12-09 12:32:12,241,596,1,pressed,use,?
ba9403c7-231d-4c66-a77e-c0c58f237017,5121a3e1-70ec-4bb7-b382-28d03ca28998,2024-12-09 12:32:12,241,597,1,released,use,?
ba9403c7-231d-4c66-a77e-c0c58f237017,5121a3e1-70ec-4bb7-b382-28d03ca28998,2024-12-09 12:32:13,241,594,1,pressed,use,?
ba9403c7-231d-4c66-a77e-c0c58f237017,5121a3e1-70ec-4bb7-b382-28d03ca28998,2024-12-09 12:32:13,241,594,1,released,use,?
ba9403c7-231d-4c66-a77e-c0c58f237017,5121a3e1-70ec-4bb7-b382-28d03ca28998,2024-12-09 12:32:15,488,414,1,pressed,use,/root/Node2D/Map/ObstacleGas/gas
ba9403c7-231d-4c66-a77e-c0c58f237017,5121a3e1-70ec-4bb7-b382-28d03ca28998,2024-12-09 12:32:15,488,414,1,released,use,/root/Node2D/Locations/gas/Gascloud/Gas Cloud
ba9403c7-231d-4c66-a77e-c0c58f237017,5121a3e1-70ec-4bb7-b382-28d03ca28998,2024-12-09 12:32:18,452,326,1,pressed,use,/root/Node2D/Locations/gas/Gascloud/Gas Cloud
ba9403c7-231d-4c66-a77e-c0c58f237017,5121a3e1-70ec-4bb7-b382-28d03ca28998,2024-12-09 12:32:18,452,326,1,released,use,/root/Node2D/Locations/gas/Gascloud/Gas Cloud
ba9403c7-231d-4c66-a77e-c0c58f237017,5121a3e1-70ec-4bb7-b382-28d03ca28998,2024-12-09 12:32:23,469,355,1,pressed,use,/root/Node2D/Locations/gas/Gascloud/Gas Cloud
ba9403c7-231d-4c66-a77e-c0c58f237017,5121a3e1-70ec-4bb7-b382-28d03ca28998,2024-12-09 12:32:23,469,355,1,released,use,/root/Node2D/Locations/gas/Gascloud/Gas Cloud
ba9403c7-231d-4c66-a77e-c0c58f237017,5121a3e1-70ec-4bb7-b382-28d03ca28998,2024-12-09 12:32:23,578,451,1,pressed,use,/root/Node2D/Locations/gas/Gascloud/Gas Cloud
ba9403c7-231d-4c66-a77e-c0c58f237017,5121a3e1-70ec-4bb7-b382-28d03ca28998,2024-12-09 12:32:23,578,451,1,released,use,/root/Node2D/Locations/gas/Gascloud/Gas Cloud
ba9403c7-231d-4c66-a77e-c0c58f237017,5121a3e1-70ec-4bb7-b382-28d03ca28998,2024-12-09 12:32:24,365,538,1,pressed,use,?
ba9403c7-231d-4c66-a77e-c0c58f237017,5121a3e1-70ec-4bb7-b382-28d03ca28998,2024-12-09 12:32:25,386,294,1,released,Scene Tool,?
ba9403c7-231d-4c66-a77e-c0c58f237017,5121a3e1-70ec-4bb7-b382-28d03ca28998,2024-12-09 12:32:30,437,539,1,pressed,use,?
ba9403c7-231d-4c66-a77e-c0c58f237017,5121a3e1-70ec-4bb7-b382-28d03ca28998,2024-12-09 12:32:32,1015,57,1,released,Gas Scene,?
ba9403c7-231d-4c66-a77e-c0c58f237017,5121a3e1-70ec-4bb7-b382-28d03ca28998,2024-12-09 12:32:39,365,526,1,pressed,use,?
ba9403c7-231d-4c66-a77e-c0c58f237017,5121a3e1-70ec-4bb7-b382-28d03ca28998,2024-12-09 12:32:40,987,357,1,released,Scene Tool,?
ba9403c7-231d-4c66-a77e-c0c58f237017,5121a3e1-70ec-4bb7-b382-28d03ca28998,2024-12-09 12:32:43,1120,131,1,pressed,use,?
